Chr1	0	260	46
Chr1	377	526	19
Chr1	1908	2078	41
Chr1	2101	2414	60
Chr1	2964	3123	45
Chr1	3532	3675	24
Chr1	4803	4904	47
Chr1	5590	5646	14
Chr1	5661	5711	11
Chr1	5823	6034	26
Chr1	18639	19065	130
Chr1	19235	19420	52
Chr1	19477	19592	36
Chr1	19643	19732	16
Chr1	19875	20006	15
Chr1	20165	20355	25
Chr1	20868	21116	53
Chr1	21226	21290	7
Chr1	21316	21382	15
Chr1	27379	27429	4
Chr1	35795	36030	118
Chr1	36269	36536	122
Chr1	38997	39084	28
Chr1	39224	39383	97
Chr1	39437	39579	81
Chr1	39610	39729	90
Chr1	39766	39971	132
Chr1	40017	40159	139
Chr1	40253	40473	200
Chr1	40625	40675	19
Chr1	41293	41349	26
Chr1	41446	41730	116
Chr1	41760	41882	35
Chr1	56634	57004	104
Chr1	57357	57503	12
Chr1	57625	57769	43
Chr1	57840	57998	54
Chr1	58090	58186	47
Chr1	71694	71865	63
Chr1	71953	72081	46
Chr1	72419	72597	84
Chr1	73065	73184	20
Chr1	78114	78174	15
Chr1	78306	78414	61
Chr1	78587	78641	28
Chr1	78716	78786	22
Chr1	85699	85797	13
Chr1	86213	86416	77
Chr1	86448	86601	48
Chr1	86659	86760	19
Chr1	90610	90671	19
Chr1	90791	90876	26
Chr1	90976	91128	33
Chr1	94288	94415	37
Chr1	94493	94600	64
Chr1	101945	102011	12
Chr1	102410	102525	47
Chr1	102566	102837	134
Chr1	103003	103255	193
Chr1	103296	103364	17
Chr1	105787	105874	8
Chr1	106121	106171	6
Chr1	110861	110925	12
Chr1	112788	112841	15
Chr1	112891	113257	98
Chr1	113305	113572	110
Chr1	113665	113721	5
Chr1	115023	115117	20
Chr1	115356	115641	43
Chr1	115711	116040	46
Chr1	116635	116759	20
Chr1	131423	131473	18
Chr1	133419	133508	16
Chr1	135259	135403	74
Chr1	135678	135737	28
Chr1	137643	137798	31
Chr1	145342	145399	19
Chr1	145414	145554	44
Chr1	149393	149619	170
Chr1	149705	149833	68
Chr1	149876	150029	63
Chr1	150079	150194	27
Chr1	151838	151888	12
Chr1	152182	152324	27
Chr1	152368	152792	51
Chr1	152894	153160	46
Chr1	153238	153371	18
Chr1	153447	153752	27
Chr1	153812	153954	18
Chr1	153995	154273	23
Chr1	154891	155018	14
Chr1	155243	155428	26
Chr1	156153	156283	25
Chr1	156315	156437	23
Chr1	156514	156579	8
Chr1	156671	157006	42
Chr1	157144	157242	18
Chr1	157250	157300	15
Chr1	157565	157694	23
Chr1	159320	159376	7
Chr1	159815	160013	31
Chr1	160159	160263	14
Chr1	161645	161985	81
Chr1	162300	162362	13
Chr1	165197	165263	5
Chr1	165306	165607	33
Chr1	165830	166104	62
Chr1	166208	166782	74
Chr1	167247	167543	43
Chr1	168006	168643	76
Chr1	168875	168928	9
Chr1	169027	169416	40
Chr1	169502	169986	61
Chr1	170391	171086	141
Chr1	171141	171333	22
Chr1	171676	172000	49
Chr1	172037	172168	21
Chr1	172408	172516	16
Chr1	172535	173207	96
Chr1	173543	174067	66
Chr1	174154	174416	42
Chr1	174584	174639	11
Chr1	176314	176590	28
Chr1	176756	176853	12
Chr1	176990	177241	16
Chr1	187758	187875	22
Chr1	188042	188119	18
Chr1	188616	188897	34
Chr1	188965	189253	66
Chr1	189479	189716	32
Chr1	189873	189957	21
Chr1	190077	190239	35
Chr1	190362	190560	32
Chr1	191187	191320	25
Chr1	191586	191683	29
Chr1	192057	192248	44
Chr1	192372	192466	16
Chr1	192498	192760	39
Chr1	193091	193256	23
Chr1	193812	194021	33
Chr1	194468	194661	39
Chr1	194906	195411	120
Chr1	195682	195766	17
Chr1	195768	195818	9
Chr1	197813	198053	26
Chr1	198119	198210	21
Chr1	198539	198615	13
Chr1	198673	198873	34
Chr1	199153	199447	37
Chr1	199911	200151	36
Chr1	200511	200842	37
Chr1	200923	201053	7
Chr1	201237	201332	17
Chr1	201428	201658	17
Chr1	202078	202503	57
Chr1	209290	209745	194
Chr1	210043	210093	17
Chr1	210303	210462	41
Chr1	210556	210889	49
Chr1	212765	212815	13
Chr1	215936	216065	48
Chr1	216132	216215	30
Chr1	216448	216651	83
Chr1	216753	216848	49
Chr1	216918	217018	36
Chr1	221132	221203	9
Chr1	221384	221505	18
Chr1	221805	221887	15
Chr1	222183	222346	23
Chr1	224525	224618	17
Chr1	224660	225167	147
Chr1	225265	225422	64
Chr1	225663	225718	9
Chr1	226436	226683	78
Chr1	226712	226762	16
Chr1	227095	227150	20
Chr1	227808	227936	24
Chr1	239028	239087	9
Chr1	244213	244287	8
Chr1	244309	244540	33
Chr1	244708	244758	10
Chr1	244892	245199	52
Chr1	245533	245678	16
Chr1	245968	246084	7
Chr1	246354	246561	32
Chr1	246661	246736	15
Chr1	247798	247940	20
Chr1	248596	248706	12
Chr1	251064	251119	10
Chr1	251787	251887	6
Chr1	252025	252226	30
Chr1	252355	252481	20
Chr1	252670	252849	35
Chr1	253058	253381	39
Chr1	253777	254009	28
Chr1	254746	254854	21
Chr1	255597	255749	28
Chr1	256314	256364	25
Chr1	256534	256584	11
Chr1	257448	257579	36
Chr1	257701	257765	35
Chr1	257833	257970	85
Chr1	258106	258187	26
Chr1	258851	258901	15
Chr1	274288	274346	14
Chr1	274902	275064	43
Chr1	275091	275297	70
Chr1	288789	289187	88
Chr1	289284	289471	30
Chr1	290481	290612	14
Chr1	290855	291106	29
Chr1	291825	292042	37
Chr1	292205	292530	152
Chr1	292725	293164	117
Chr1	293436	293668	85
Chr1	293764	294052	85
Chr1	294137	294272	32
Chr1	294806	295005	25
Chr1	295056	295187	17
Chr1	295789	296074	123
Chr1	296183	296359	84
Chr1	296879	296948	22
Chr1	299657	299883	28
Chr1	300466	301271	83
Chr1	301609	301752	13
Chr1	303041	303105	10
Chr1	303361	303496	29
Chr1	303548	303820	39
Chr1	304173	304266	19
Chr1	304305	304416	14
Chr1	304541	304660	39
Chr1	304754	304919	97
Chr1	305086	305258	56
Chr1	310933	310988	23
Chr1	311165	311661	227
Chr1	311848	312393	231
Chr1	312478	312766	157
Chr1	312768	312821	26
Chr1	313501	313606	42
Chr1	313935	313985	9
Chr1	314812	315053	40
Chr1	315263	315462	22
Chr1	316513	316899	49
Chr1	317025	317321	31
Chr1	317507	317714	28
Chr1	318145	318288	21
Chr1	318389	318647	37
Chr1	318755	319324	49
Chr1	319499	319910	45
Chr1	320297	320353	10
Chr1	320554	320800	40
Chr1	321030	321168	24
Chr1	321643	321729	13
Chr1	321982	322133	31
Chr1	322237	322341	9
Chr1	322736	323027	264
Chr1	323378	323593	47
Chr1	324963	325026	5
Chr1	327424	327513	20
Chr1	327540	327620	10
Chr1	329614	329743	13
Chr1	330604	330654	20
Chr1	330726	330988	148
