Chr1	0	260	95
Chr1	377	526	31
Chr1	1908	2078	60
Chr1	2101	2414	63
Chr1	2964	3123	42
Chr1	3532	3675	71
Chr1	4803	4904	35
Chr1	5590	5646	25
Chr1	5661	5711	19
Chr1	5823	6034	52
Chr1	18639	19065	258
Chr1	19235	19420	140
Chr1	19477	19592	74
Chr1	19643	19732	52
Chr1	19875	20006	61
Chr1	20165	20355	70
Chr1	20868	21116	78
Chr1	21226	21290	19
Chr1	21316	21382	19
Chr1	27379	27429	11
Chr1	35795	36030	116
Chr1	36269	36536	149
Chr1	38997	39084	34
Chr1	39224	39383	80
Chr1	39437	39579	43
Chr1	39610	39729	59
Chr1	39766	39971	183
Chr1	40017	40159	108
Chr1	40253	40473	191
Chr1	40625	40675	16
Chr1	41293	41349	32
Chr1	41446	41730	266
Chr1	41760	41882	65
Chr1	56634	57004	116
Chr1	57357	57503	14
Chr1	57625	57769	56
Chr1	57840	57998	68
Chr1	58090	58186	33
Chr1	71694	71865	67
Chr1	71953	72081	44
Chr1	72419	72597	79
Chr1	73065	73184	55
Chr1	78114	78174	37
Chr1	78306	78414	67
Chr1	78587	78641	48
Chr1	78716	78786	42
Chr1	85699	85797	20
Chr1	86213	86416	114
Chr1	86448	86601	59
Chr1	86659	86760	35
Chr1	90610	90671	31
Chr1	90791	90876	55
Chr1	90976	91128	59
Chr1	94288	94415	76
Chr1	94493	94600	56
Chr1	101945	102011	17
Chr1	102410	102525	56
Chr1	102566	102837	97
Chr1	103003	103255	216
Chr1	103296	103364	26
Chr1	105787	105874	35
Chr1	106121	106171	12
Chr1	110861	110925	29
Chr1	112788	112841	25
Chr1	112891	113257	158
Chr1	113305	113572	161
Chr1	113665	113721	21
Chr1	115023	115117	21
Chr1	115356	115641	97
Chr1	115711	116040	108
Chr1	116635	116759	42
Chr1	131423	131473	22
Chr1	133419	133508	38
Chr1	135259	135403	104
Chr1	135678	135737	29
Chr1	137643	137798	53
Chr1	145342	145399	38
Chr1	145414	145554	51
Chr1	149393	149619	151
Chr1	149705	149833	49
Chr1	149876	150029	80
Chr1	150079	150194	53
Chr1	151838	151888	22
Chr1	152182	152324	52
Chr1	152368	152792	232
Chr1	152894	153160	179
Chr1	153238	153371	84
Chr1	153447	153752	199
Chr1	153812	153954	44
Chr1	153995	154273	166
Chr1	154891	155018	83
Chr1	155243	155428	109
Chr1	156153	156283	68
Chr1	156315	156437	72
Chr1	156514	156579	22
Chr1	156671	157006	124
Chr1	157144	157242	38
Chr1	157250	157300	32
Chr1	157565	157694	59
Chr1	159320	159376	22
Chr1	159815	160013	114
Chr1	160159	160263	58
Chr1	161645	161985	183
Chr1	162300	162362	43
Chr1	165197	165263	25
Chr1	165306	165607	114
Chr1	165830	166104	264
Chr1	166208	166782	297
Chr1	167247	167543	103
Chr1	168006	168643	257
Chr1	168875	168928	35
Chr1	169027	169416	293
Chr1	169502	169986	261
Chr1	170391	171086	805
Chr1	171141	171333	73
Chr1	171676	172000	259
Chr1	172037	172168	81
Chr1	172408	172516	44
Chr1	172535	173207	244
Chr1	173543	174067	204
Chr1	174154	174416	194
Chr1	174584	174639	12
Chr1	176314	176590	152
Chr1	176756	176853	18
Chr1	176990	177241	65
Chr1	187758	187875	57
Chr1	188042	188119	33
Chr1	188616	188897	125
Chr1	188965	189253	135
Chr1	189479	189716	98
Chr1	189873	189957	31
Chr1	190077	190239	75
Chr1	190362	190560	51
Chr1	191187	191320	63
Chr1	191586	191683	36
Chr1	192057	192248	89
Chr1	192372	192466	33
Chr1	192498	192760	122
Chr1	193091	193256	66
Chr1	193812	194021	106
Chr1	194468	194661	116
Chr1	194906	195411	241
Chr1	195682	195766	24
Chr1	195768	195818	16
Chr1	197813	198053	64
Chr1	198119	198210	28
Chr1	198539	198615	41
Chr1	198673	198873	105
Chr1	199153	199447	149
Chr1	199911	200151	82
Chr1	200511	200842	87
Chr1	200923	201053	43
Chr1	201237	201332	37
Chr1	201428	201658	76
Chr1	202078	202503	181
Chr1	209290	209745	213
Chr1	210043	210093	18
Chr1	210303	210462	74
Chr1	210556	210889	92
Chr1	212765	212815	27
Chr1	215936	216065	40
Chr1	216132	216215	35
Chr1	216448	216651	123
Chr1	216753	216848	82
Chr1	216918	217018	62
Chr1	221132	221203	33
Chr1	221384	221505	30
Chr1	221805	221887	34
Chr1	222183	222346	62
Chr1	224525	224618	39
Chr1	224660	225167	197
Chr1	225265	225422	31
Chr1	225663	225718	28
Chr1	226436	226683	100
